"","Hogwarts.House","First.Name","Last.Name","Birthday","Best.Hand","Arithmancy","Herbology","Defense.Against.the.Dark.Arts","Divination","Muggle.Studies","Ancient.Runes","History.of.Magic","Transfiguration","Potions","Care.of.Magical.Creatures","Charms","Flying"
"294","Hufflepuff","Denver","Whitney","05/07/1997","Left",49006,4.766665879,-5.282431618,7.129,-330.8767893,391.4918697,5.40278111,1039.048759,2.813915625,0.53843485,-242.76544,-24.64
"295","Slytherin","Shelby","Hough","01/11/1997","Right",71379,-6.975315211,3.417473602,-5.299,-359.0531927,413.023398,4.040321577,1050.126272,8.722122162,1.245429194,-253.75329,-95.42
"296","Gryffindor","Trena","Crain","18/11/1998","Left",73027,-6.887153911,-3.074930724,3.386,-248.4255944,595.6263068,-4.0918495,1030.096946,1.796659051,-0.132838004,-254.14671,120.61
"297","Hufflepuff","Ivonne","Binder","03/12/1999","Left",80251,4.801150624,-2.099412918,6.005,-869.4265838,353.9804921,5.560624367,1090.29017,3.524094397,1.090074899,-243.62155,-103.27
"298","Hufflepuff","Alice","Novak","27/06/2000","Left",64855,5.11497455,-5.032115159,6.342,-928.1155974,518.1445521,0.486175636,1071.418574,7.620085143,0.462790383,-244.66899,76.83
"299","Gryffindor","Richie","Mcmanus","06/07/1997","Left",51384,-4.920899674,-3.738515941,5.275,-394.9791882,604.8468443,-5.935517155,947.7522757,1.245711458,0.934691996,-251.72993,189.47
"300","Slytherin","Les","Asher","18/06/2001","Right",37829,-4.605839441,5.601849632,-2.965,-475.1930682,429.2592156,5.236723058,1044.588958,9.904292397,-0.109800009,-246.50998,-49.7
"301","Ravenclaw","Lauretta","Edge","18/07/1997","Right",52042,5.74263435,2.746943908,7.068,356.0626106,593.5563653,5.546199111,1057.585302,7.324133539,-0.956084276,-230.88735,-9.45
"302","Ravenclaw","Tiffany","Wagoner","05/05/2001","Right",86223,4.231551014,5.86737043,6.517,908.5604666,745.3962199,6.25148177,1076.761654,11.08270314,-1.08122819,-227.55277,-51.78
"303","Hufflepuff","Darwin","Gillespie","04/10/1998","Left",57106,3.846048265,-3.999283734,4.792,-680.4757294,424.3572745,7.354043215,1062.408648,5.950372993,-0.206139776,-243.82852,-37.9
"304","Ravenclaw","Saul","Thornton","09/04/1999","Left",44461,4.406646399,6.345530558,3.731,329.1973578,600.6131943,5.627245781,1049.334591,8.64924494,-1.016636741,-230.97694,1.05
"305","Slytherin","Garrett","Getz","09/04/2000","Right",48966,-6.695963895,4.049796079,-5.821,-232.6937346,438.1783633,4.243040795,1045.544303,10.73670013,1.057894609,-251.55271,-56.57
"306","Ravenclaw","Alyson","Vickers","03/02/1997","Right",24776,3.770242332,3.516719145,6.152,431.3458763,578.888092,7.130026084,1058.955972,10.24007343,2.496775229,-230.08045,-12.09
"307","Slytherin","Lourdes","Shivers","28/01/1999","Left",49402,-8.038819866,4.124163307,-4.159,-555.5584039,412.2427664,8.714694433,1047.125267,13.33790237,1.473728044,-250.58543,-115.95
"308","Slytherin","Franklin","Groves","25/06/1997","Right",50338,-5.004573027,5.850417819,-2.893,-625.085393,382.5045122,6.080210002,1052.701464,8.636264156,-1.493354491,-247.77766,-99.74
"309","Hufflepuff","Tommy","Stidham","23/09/1999","Left",22234,3.831080895,-6.069486839,6.97,-665.6972149,489.3256366,8.227162283,1045.84295,12.75977926,-1.705589377,-240.92007,41.67
"310","Ravenclaw","Barrett","Sweeney","07/12/1999","Left",63993,6.569062969,6.080960751,4.077,251.2735914,588.5024065,7.23296112,1032.538362,6.539310518,-1.101216064,-230.78552,-17.99
"311","Hufflepuff","Carmel","Adams","19/08/1999","Right",44517,6.951314852,-4.986249608,3.697,-491.3222212,433.9123414,3.722084798,1037.377643,5.212281266,0.48265866,-244.00415,57.52
"312","Ravenclaw","Rex","Ault","23/09/2001","Right",48581,5.687591591,5.649746892,4.305,416.2826167,560.6552084,3.944574608,1045.354642,4.578843138,2.127195264,-231.56656,-0.04
"313","Hufflepuff","Sheri","Mccool","15/12/1996","Left",55050,4.987835732,-4.847857469,4.939,-663.7077287,437.3884994,2.963094615,1059.787543,5.950372993,1.897336756,-244.79336,21.42
"314","Hufflepuff","Juana","Rendon","16/04/1998","Right",59761,4.205267401,-5.300272326,5.26,-618.9877767,495.74797,5.707691519,1066.96666,5.165229148,0.258520074,-245.57119,-51.15
"315","Gryffindor","Marshall","Giron","19/06/2000","Right",70010,-6.977888195,-2.589341614,3.878,-448.8955418,576.4728319,-4.468341367,942.2656197,0.581020415,-1.005769232,-254.28586,130.13
"316","Slytherin","Samatha","Duffy","28/02/2000","Right",56297,-3.070353028,4.514602985,-5.561,-411.8712922,413.6820889,2.763476347,1040.335818,7.133726215,-0.348269931,-250.53828,-30.53
"317","Hufflepuff","Gayle","Bolling","11/08/2001","Right",40196,1.6848932,-7.12758255,9.282,-412.1026745,422.8387131,7.520979056,1045.864547,7.205084061,0.878687296,-242.90271,-41.32
"318","Slytherin","Rita","Madrid","29/06/1997","Right",72408,2.245235706,5.83086754,5.079,945.3136328,601.73301,2.963094615,1066.576871,6.365428166,0.286428751,-231.31548,-101.79
"319","Hufflepuff","Fabian","Bloom","09/02/1998","Left",36746,4.184910185,-6.822729171,3.721,-304.5138292,334.0960999,6.364397247,1042.963436,4.516180534,1.382807706,-246.69288,-29.6
"320","Ravenclaw","Marybeth","Tam","23/01/1997","Left",50587,5.514866927,4.242223399,6.004,633.9540012,631.9235524,5.361209926,1057.520722,8.16989103,0.975053198,-229.39669,-4.26
"321","Hufflepuff","Anita","Mccall","15/12/2000","Right",25188,7.42281996,-4.451995867,2.204,-165.9258615,410.2003138,4.968007254,1014.189286,4.461261039,0.991699218,-242.86122,67.17
"322","Hufflepuff","Gilda","Martens","14/05/1998","Right",68004,6.664649618,-0.387863497,4.805,-812.0937621,447.4991694,4.540770683,1065.89169,6.353206772,0.276276898,-242.82909,4.82
"323","Gryffindor","Colleen","Hairston","06/11/1998","Left",34030,-3.743425919,-7.048024064,6.278,-328.5289008,581.9644625,-5.368728442,951.8617794,2.165922109,0.575569187,-251.8783,208.46
"324","Hufflepuff","Dominic","Merchant","08/03/1997","Left",83033,11.61289508,-1.839600713,3.154,-317.9165695,307.8595363,1.854336214,1038.968179,-4.697483768,-0.043272224,-245.70331,-12.03
"325","Hufflepuff","Isaias","Humphreys","22/10/1999","Right",71080,4.400313533,0.098831025,5.421,-224.5899149,451.9070925,9.523807457,1051.05324,7.462192712,-0.476695484,-239.17927,-81.01
"326","Hufflepuff","Isidro","Maclean","18/08/2000","Left",30704,5.874608719,-5.600195706,4.055,-412.2703396,357.0338123,7.296204153,1039.713649,5.63992812,0.149606975,-243.70857,-7.83
"327","Gryffindor","Tammy","Doyle","24/01/2001","Right",37740,-4.591389814,-7.56953235,6.263,-129.7213103,592.00084,-2.668851393,966.2699765,4.948600306,0.511414143,-251.23498,158.75
"328","Slytherin","Rosemarie","Barnard","29/05/1999","Left",38562,-5.634171768,5.711556568,-2.677,-481.1560265,495.74797,7.716222515,1032.988682,10.57195943,-1.005465903,-246.3612,-80.93
"329","Gryffindor","Tiffany","Titus","19/01/2001","Left",75760,-3.395779632,-4.45019171,5.372,-488.6015651,631.7188664,-6.84018068,949.6593332,0.305158567,-0.885391967,-252.81478,194.67
"330","Hufflepuff","Josefa","Wynne","28/10/2000","Right",38510,3.542054857,-5.9888414,6.131,-380.5335023,390.6821332,5.043368263,1044.94569,4.817679551,-0.065115696,-244.43958,-8.81
"331","Gryffindor","Frances","Bock","20/04/2001","Right",39169,-5.777552193,-3.529623851,4.228,-805.6799978,585.700084,-6.117984893,939.8831706,2.595979262,-0.16785311,-253.66158,222.95
"332","Hufflepuff","Mike","Rudd","03/02/1999","Right",51472,7.297003214,-3.654879586,5.31,-588.7766735,370.0114721,5.33964824,1054.548756,3.156701302,0.620054869,-242.09362,-17.11
"333","Slytherin","Junior","Alexander","07/08/1997","Left",49635,-4.629100546,4.565004338,-7.238,-482.2213528,388.8423621,1.985390215,1071.928956,9.113757879,2.42918854,-252.85563,-51.66
"334","Slytherin","Russel","Curtin","09/01/1997","Left",33917,-5.424277697,6.916180587,-6.541,-583.0712383,333.3277715,6.143255659,1069.555373,10.2573994,1.243395755,-249.34071,-105.45
"335","Ravenclaw","Raleigh","Boles","20/03/2001","Right",46705,5.877972423,5.500742802,4.351,569.547863,608.2375584,4.81034347,1059.123132,7.673509175,-0.046325885,-229.85248,1.75
"336","Slytherin","Stan","Taylor","31/01/2001","Right",74149,-7.98092618,3.554401204,-6.254,-439.8923753,407.0094209,5.919075159,1047.519169,10.43424815,-0.506880603,-254.81898,-117.52
"337","Slytherin","Troy","Burden","24/02/1999","Right",42853,-3.121149905,4.763403381,-6.835,-539.0390325,398.5420128,2.195020839,1066.971003,9.584011383,-0.513292866,-250.85195,-20.9
"338","Hufflepuff","Patrice","Osborne","08/06/1997","Right",37330,2.404122407,-6.121709937,3.154,-581.4057094,427.2602562,2.91869359,1059.726581,6.79865033,-0.377395192,-245.66609,24.81
"339","Hufflepuff","Jeramy","Wolford","10/05/1998","Right",81344,4.203044372,-3.306703978,4.872,-430.0420442,397.741958,3.350829022,1054.860326,1.397983304,-1.641052872,-245.65367,-52.94
"340","Hufflepuff","Kelsey","Shelley","12/01/1998","Right",44486,4.437097975,-6.313905368,3.138,-267.515803,365.677279,4.324503724,1037.103421,3.47922738,0.324121982,-247.29347,-0.46
"341","Gryffindor","Darrin","Lees","20/10/2001","Right",48662,-4.163496249,-4.306989354,5.13,-841.6016376,575.6337078,-7.868142329,931.3968112,-0.750676029,0.127564674,-254.13797,239.94
"342","Ravenclaw","Herlinda","Thornburg","24/07/1999","Left",43118,5.078558561,5.141922247,5.075,-224.5899149,561.8108685,5.217641246,1058.644349,5.696484276,-0.096624249,-230.02115,-34.52
"343","Ravenclaw","Gina","Crittenden","28/05/1999","Right",71585,3.09035552,4.592084638,5.991,415.3412663,626.8718709,8.012972768,1037.848023,8.457596347,0.294440601,-231.79284,-54.81
"344","Ravenclaw","Ida","Leroy","27/05/1997","Left",38744,9.489892166,3.609760665,6.119,376.6481517,589.2348978,3.580280057,1043.173848,4.894103012,-0.05342714,-228.81387,60.16
"345","Ravenclaw","Kareem","Mullins","21/07/2000","Left",84990,4.323843998,6.966156767,3.202,842.8105193,579.2327129,5.356656632,1043.145193,3.018787235,-0.198119379,-232.48503,-84.22
"346","Slytherin","Isabella","Smoot","25/01/1998","Left",58854,-5.385198515,5.44153344,-5.451,-665.0182488,354.4084611,6.913839901,1050.841053,9.073407533,-0.05342714,-251.04936,-118.2
"347","Hufflepuff","Lauri","Nieto","19/03/1998","Left",48017,2.741485709,-5.309722435,7.082,-814.5656329,411.5496493,6.307597411,1076.441072,8.684715525,-1.134206236,-243.92184,-36.54
"348","Hufflepuff","Murray","Evans","27/11/1996","Left",27490,5.461871229,-8.130632879,5.011,-466.1214918,361.4712485,1.811796497,1049.95077,3.38166193,-0.426739378,-246.94736,52.84
"349","Hufflepuff","Nestor","Tafoya","16/09/2001","Right",50022,2.641479155,-5.853039945,5.363,-220.0137431,444.8687566,9.462051565,1026.671085,8.489316357,-1.016744991,-243.7439,-40.45
"350","Hufflepuff","Leslie","Perron","01/05/1997","Right",37290,3.323012643,-5.652933002,6.745,-386.8329835,423.0644432,6.193890581,1040.471216,6.454055777,0.579076032,-242.983,-5.44
"351","Hufflepuff","Dalton","Mcdermott","26/04/1997","Left",25473,5.698297929,-6.092182293,3.595,-347.516468,363.7554319,4.166469509,1037.448063,4.160030625,0.256208306,-245.17657,34.98
"352","Ravenclaw","Curt","Bradley","14/09/1998","Left",33560,4.850648139,2.538255152,6.558,528.8271014,586.4470526,5.303163323,1066.636727,8.675478604,0.944849182,-230.57542,-2.71
"353","Ravenclaw","Jordon","Scribner","19/01/1997","Left",8168,4.520104283,4.820033316,4.469,642.3680133,495.74797,5.136587353,1093.309767,11.70333686,-0.94003529,-228.48187,4.57
"354","Ravenclaw","Leonard","Jude","30/06/1997","Left",51896,3.508966127,6.375688086,4.378,468.6002595,570.4574587,6.518352583,1055.590357,7.363749184,2.211325606,-231.08758,-52.91
"355","Hufflepuff","Eve","Kelsey","17/11/1996","Left",70696,2.144969649,-2.545679147,3.581,-686.2097724,399.2261134,6.451626529,1074.953604,7.34370113,2.181936469,-245.84529,-79.97
"356","Hufflepuff","Lester","Villegas","12/08/1997","Right",54725,1.650398126,-0.387863497,8.86,-517.7310153,445.3539883,9.102568748,1052.379048,8.553961805,-1.015117945,-241.60078,-72.68
"357","Ravenclaw","Alba","Pulido","18/11/1997","Right",68148,1.14101953,4.435388176,6.644,448.2037464,612.7833543,1.582365732,1037.223661,2.981073236,1.250329654,-233.38625,5.25
"358","Hufflepuff","Kathryn","Nesmith","27/07/1999","Right",48699,5.350286398,-4.033618705,2.407,-263.5827526,495.74797,5.786868815,1025.978087,6.059043807,-0.188090604,-244.27759,21.85
"359","Slytherin","Hershel","Means","19/01/1998","Right",50778,-5.122945299,4.328825727,-6.265,-581.899491,392.4772236,3.367259024,1074.008367,10.57601836,-0.082812639,-252.09759,-62.84
"360","Hufflepuff","Stephanie","Hackney","28/03/1998","Right",50395,3.414683461,-4.894217671,4.935,-340.6188578,442.0216519,2.800538241,1039.170661,4.415497427,-0.375568802,-245.28454,23.82
"361","Slytherin","Sonja","Gillespie","11/08/1997","Left",51060,-8.930238481,3.745161909,-4.838,-335.1027146,443.0590923,6.270508302,1052.654897,13.17291327,0.856111454,-251.87001,-94.91
"362","Hufflepuff","Dwight","Bosley","29/01/1999","Left",82499,6.824788777,-0.258676609,3.216,-690.0613731,421.4552535,2.928834585,1063.843639,2.496961433,-0.600329482,-243.15869,-20.39
"363","Gryffindor","Isiah","Abreu","17/03/1997","Left",50733,-1.691022204,-5.316531497,8.561,-245.1301145,656.6807117,-5.109491822,983.7556588,3.746671361,-0.441956084,-246.45977,188.39
"364","Ravenclaw","Kimberly","Dent","18/02/2001","Right",33918,4.355993407,6.65898593,2.793,378.330749,561.5433484,4.13227045,1032.592849,5.86753301,-1.631737795,-232.13026,22.77
"365","Hufflepuff","Dwight","Jamieson","30/10/1998","Right",32303,6.525197843,-0.387863497,4.154,-481.6983604,400.6345189,3.243331076,1042.983234,5.443214151,0.344548301,-246.13148,66.7
"366","Hufflepuff","Dennis","Passmore","24/05/2001","Left",41407,4.049630906,-6.256640114,7.62,-557.2035552,425.9171228,4.003928993,1053.297942,5.589494322,-2.347333734,-243.50362,15.26
"367","Hufflepuff","Deloris","Peachey","15/05/2001","Right",60213,6.818434703,-4.389870201,4.827,-483.6043058,400.8942576,4.8939384,1045.398041,3.316707299,0.133853593,-243.49307,-6.24
"368","Gryffindor","Darryl","Matthew","28/01/2001","Left",60698,-5.164334045,-4.701188709,5.547,-132.19944,616.9408247,-3.493119349,963.3682646,3.277829305,-1.069742384,-251.06188,136.32
"369","Ravenclaw","Katheryn","Stover","08/06/1998","Left",53207,5.070908139,4.86885172,5.067,786.3797263,620.5702413,3.046688771,1059.111248,5.897607917,-0.790677,-230.60789,-0.55
"370","Ravenclaw","Sofia","Mckay","06/08/2001","Right",63226,7.344891705,4.291239288,5.494,131.9783916,590.0587378,4.647158125,1024.376335,4.336143867,0.001350651,-231.95868,27.37
"371","Slytherin","Kasey","Shelly","18/12/1999","Right",26817,-6.681573627,6.593421076,-4.612,-512.6424624,380.7298598,6.1347388,1072.092333,12.09163412,-0.498292319,-247.60274,-94.2
"372","Slytherin","Vincenzo","Straub","26/05/1997","Right",46536,-2.122503303,5.878473196,-2.213,-633.2223656,407.5755389,4.139196113,1044.637716,6.964780729,0.050860958,-245.73167,-41.66
"373","Slytherin","Alva","Keen","31/05/2000","Left",53941,-7.161364286,2.827292326,-5.613,-533.1648415,416.7667305,5.01313933,1069.289993,12.83780621,-1.015084446,-253.30657,-80.69
"374","Gryffindor","Dee","Faison","15/07/1999","Left",42253,-6.663055987,-4.583785443,4.571,-631.268693,541.4253509,-3.546405192,949.0769652,2.797369176,0.298035898,-254.12503,154.27
"375","Ravenclaw","Dawna","Mackenzie","20/09/1998","Right",56733,5.214439313,4.804605365,4.817,356.9902967,607.9601878,4.070754171,1044.840135,6.416299682,-1.243495429,-232.05895,12.14
"376","Hufflepuff","Thomas","Fredrickson","26/11/2000","Left",61034,5.913301697,-3.717077026,4.469,-637.785273,389.735411,7.503074078,1057.923574,6.082025554,-0.564805042,-243.20911,-46.57
"377","Gryffindor","Marianne","Frazer","21/11/1998","Right",71542,-3.554163807,-4.148577755,6.94,-362.2654589,594.7841027,-6.055139844,947.4751218,-1.815418746,-1.921680659,-251.18273,159.88
"378","Slytherin","Erika","Bedford","23/09/1998","Left",82947,-7.802384852,2.98156947,-5.85,-298.8535327,442.6285901,8.306097603,1000.68962,9.717223534,0.655699382,-254.49946,-109.4
"379","Hufflepuff","Rosario","Sharpe","30/09/1998","Left",27353,2.358834095,-6.461651176,4.87,-313.8874465,392.2615256,5.02971376,1041.716697,6.352898753,-0.40213658,-245.78743,6.46
"380","Slytherin","Jamar","Parr","27/08/1999","Left",69182,-3.928852633,3.54496856,-6.172,-390.2221738,418.4646065,2.456551828,1041.48653,7.144739668,1.536016192,-253.03832,-42.87
"381","Ravenclaw","Virgie","Lafleur","31/08/2000","Left",56899,5.035377467,2.365256679,7.273,260.1941045,580.6752829,9.462065223,1062.79204,10.0676923,-0.95284616,-230.6949,-63.56
"382","Ravenclaw","Kent","Soule","07/04/2000","Right",23865,3.469012104,5.537210996,4.154,251.5106622,592.8125531,5.13376338,1046.860265,9.721068465,0.084814236,-231.24257,31.14
"383","Ravenclaw","Christa","Dunn","27/05/2001","Left",61943,6.898846511,4.727201199,5.858,582.0971705,620.2322369,6.030842266,1048.830988,6.576090773,0.719467174,-229.10443,-15.79
"384","Slytherin","Reed","Cuevas","21/07/2001","Right",34428,-5.872088581,6.359008719,-3.556,-459.1132174,380.8233985,5.258079282,1064.509815,9.652100388,-0.365999166,-247.21761,-92.06
"385","Gryffindor","Michell","Dunne","05/01/2001","Right",82422,-5.760075308,-2.250645528,4.099,-454.1546465,628.9002045,-6.142969151,934.5467525,-0.23086181,-0.087423329,-253.78557,166.13
"386","Hufflepuff","Donnell","Hammons","08/10/2000","Right",52112,1.14101953,-4.411676579,3.821,-357.2846336,349.553122,-1.516808618,1046.582019,-2.668485263,0.145845076,-246.46714,41.17
"387","Hufflepuff","Camille","Cowley","19/06/1997","Left",45334,5.325569386,-5.235885463,4.273,-698.1529746,477.5052072,2.001420681,1055.137248,7.692083591,1.734652853,-244.98615,80.46
"388","Slytherin","Stan","Kirkwood","04/07/1997","Left",79737,-8.080771138,3.236021037,-5.326,-362.3295756,414.2084868,4.662612521,1049.463355,9.000800208,1.210377155,-254.85816,-118.13
"389","Hufflepuff","Violeta","Bess","17/02/1997","Right",52380,8.070707413,-4.538838199,3.684,-333.6564454,390.9646366,0.744138093,1033.770339,-0.385059559,0.984979817,-244.73597,55.37
"390","Hufflepuff","Aurora","Grimm","06/06/1998","Right",59744,7.42812278,-4.155403096,4.352,-522.5147416,415.8101855,5.369094537,1043.592021,4.332949019,-0.278941288,-243.01625,5.39
"391","Gryffindor","Marquis","Mackenzie","29/07/1999","Right",61014,-6.678475819,-6.478519549,3.172,-486.9964321,564.1391609,-4.10908032,926.5818268,1.687917211,1.256165243,-257.77104,168.59
"392","Slytherin","Morgan","Bunker","20/02/1997","Right",69288,-5.999522787,4.935468803,-6.211,-454.3454374,376.1884004,5.010692254,1045.61415,7.719662527,-1.899538942,-252.97367,-108.23
"393","Slytherin","Hilary","Fort","17/05/1998","Left",68599,-7.532830251,3.323317699,-7.644,-328.2051865,421.4898455,4.241106595,1051.195408,10.79023287,-1.136757157,-255.55859,-83.77
"394","Ravenclaw","Jack","Hulsey","15/08/2001","Right",32022,4.865080585,4.064552742,4.94,237.4818403,604.481486,6.419351267,1048.591532,10.45304376,0.782347855,-230.84066,24.83
"395","Hufflepuff","Bettie","Hammonds","12/06/1998","Left",44738,8.415511733,-4.113732499,2.502,-347.0657417,351.2967976,4.990752671,1035.06531,1.980453225,-0.711320141,-243.73544,10.5
"396","Ravenclaw","Hope","Schmitt","27/05/2000","Left",43588,6.030980992,5.646130019,4.528,429.200108,563.8927404,5.243876485,1052.883325,6.183235479,-0.05342714,-230.2396,-9.01
"397","Ravenclaw","Hellen","Friday","15/01/2001","Left",41960,5.763242221,3.79459493,6.012,351.1156932,664.6867183,5.146610963,1037.997549,9.727278684,-2.088013272,-229.75215,56.52
"398","Hufflepuff","Adelaida","Faber","30/06/1997","Right",41094,5.663036063,-4.631554699,5.643,-503.7811633,409.3997805,3.318239036,1047.530706,3.970354843,1.830996535,-243.13422,28.46
"399","Hufflepuff","Sierra","Mcclendon","08/02/1997","Left",61371,5.005769907,-2.760650112,5.989,-459.1080754,418.4312626,7.372402663,1044.387581,4.929131689,-0.503028597,-241.26059,-49.46
"400","Slytherin","Alvaro","Gore","21/02/2000","Left",83033,-4.512997712,3.631206037,-6.484,-380.8286116,422.2382031,3.383120033,1025.757909,6.352323293,0.833285175,-254.22071,-61.65
"401","Ravenclaw","Rolando","Braun","18/01/1999","Left",48452,4.844407344,2.906711344,6.768,444.4837853,592.7099527,3.470695184,1036.14608,4.817312467,2.247019845,-232.23808,20.23
"402","Hufflepuff","Alexandria","Farmer","08/03/1999","Right",46662,0.310546211,-4.560908837,7.119,-643.3459636,456.2318579,6.783350966,1063.803248,10.08226338,0.029995986,-243.70232,-37.64
"403","Ravenclaw","Lorene","Cates","30/07/2001","Right",54237,5.515347755,4.130855407,6.427,577.8374801,607.830965,4.482521568,1050.491848,5.844549501,-0.796140735,-230.26943,-6.18
"404","Ravenclaw","Leslie","Valle","22/11/1999","Right",69027,5.205357288,3.39924174,3.154,475.4149273,593.8654025,4.846394442,1037.958019,4.352523161,-1.098029182,-232.33721,-22.3
"405","Gryffindor","Damian","Collins","06/01/1998","Right",29531,-4.700932163,-6.269093575,6.447,-232.6600548,590.0222755,-3.594606314,959.1884717,4.123805517,-0.324625605,-250.34329,180.45
"406","Ravenclaw","Louie","Duff","04/04/2000","Right",78219,4.384968633,5.177638733,4.908,391.7872217,615.6517306,4.098155765,1023.42006,3.975167842,0.940356714,-233.57074,-8.57
"407","Gryffindor","Venus","Wenger","15/06/2001","Right",29476,-6.509222225,-3.762171882,3.154,-593.787627,560.0386658,-4.999965678,945.1238516,2.813966986,0.666101022,-252.99809,193.88
"408","Ravenclaw","Herman","Perea","21/10/1998","Right",34878,6.706227932,3.279847852,6.375,336.1092262,613.3090858,5.484752253,1047.089509,5.950372993,1.206001343,-229.39894,39.43
"409","Hufflepuff","Juli","Loftin","28/06/2001","Left",43128,-5.958927096,-4.034436927,4.323,-555.430614,586.5526124,-5.007613698,950.4613106,3.211845085,-1.479248896,-253.15488,187.96
"410","Slytherin","Miguel","Dejesus","17/05/1998","Left",57334,-5.176573265,5.748220611,-3.043,-493.9787608,398.8402376,5.562087384,1041.009375,7.542451057,1.342340505,-248.32012,-94.88
"411","Ravenclaw","Bettina","Guajardo","22/08/2000","Left",56833,4.56167146,5.640911561,4.409,166.7279854,597.1987305,5.02815717,1030.096946,5.453880376,-0.400667581,-232.89326,21.44
"412","Hufflepuff","Alana","Mccauley","30/12/1999","Left",48455,6.690320209,-5.760483225,3.437,-383.197946,349.9146039,2.614660131,1044.312344,1.17866966,0.027862521,-246.41935,15.36
"413","Gryffindor","Ashley","Fogg","14/11/1999","Right",70815,-3.006154117,-7.051487172,5.088,-778.0701283,611.3870325,-6.612904555,941.7784157,1.267199881,0.02595862,-255.70441,225.08
"414","Gryffindor","Lorri","Muir","27/11/1999","Left",50884,-8.241604458,-2.933015721,2.938,-402.2990561,580.8544171,-4.089372569,930.4916515,2.393498761,-0.122332429,-254.89564,157.8
"415","Ravenclaw","Savannah","Macon","20/07/1997","Left",63594,4.417210472,4.031642149,3.154,714.1179824,609.4837914,6.399699365,1060.76687,7.683123918,1.506786452,-231.07326,-53.17
"416","Hufflepuff","Sal","Alston","19/06/1997","Left",39521,3.074345716,-6.226877428,4.42,-320.0371229,378.0453367,4.048976645,1043.780694,4.357997186,0.013360069,-246.71401,-2.52
"417","Slytherin","Johnathon","Faison","21/07/1999","Left",81275,-6.394825879,3.305470717,-8.727,-465.0462728,370.1073277,1.653840095,1076.212528,8.146059257,-0.148926086,-257.95831,-97.47
"418","Hufflepuff","Tamela","Settle","12/04/1997","Right",84208,4.340779839,-1.561231647,3.023,-626.9356429,417.6398194,6.16625081,1065.200452,5.624784922,0.588410364,-244.74843,-70.21
"419","Ravenclaw","Lenny","Bentley","11/06/1997","Left",11261,4.78130747,4.425673974,4.288,503.0170397,530.3786767,3.547627634,1064.55619,7.059591342,-0.678529389,-231.06727,22.27
"420","Slytherin","Matilda","Mitchell","26/09/2001","Left",49635,-5.247540553,3.857163767,-6.502,-332.8218702,495.74797,2.900611355,1042.239643,7.822423731,-0.172098029,-253.53675,-58.82
"421","Slytherin","Carole","Thomas","08/11/1998","Left",30403,-3.220019911,6.014712007,-2.681,-667.3547498,402.5162993,7.5137737,1037.104379,10.36440755,-0.353820504,-244.84361,-54.35
"422","Hufflepuff","Georgiana","James","20/08/1999","Right",47295,5.07214968,-5.644628656,6.302,-592.0096794,405.2991984,5.742427163,1055.046653,5.994155107,-0.576781502,-243.45882,-8.95
"423","Gryffindor","Lowell","Lerma","05/06/1999","Left",35676,-3.192992806,-8.700722355,5.747,-688.0766695,584.8399243,-6.190186555,932.400859,2.197779366,0.703536689,-254.85994,260.75
"424","Hufflepuff","Elma","Hamlin","08/10/1997","Left",55696,5.887822553,-4.961828615,5.118,-590.8899547,401.7253781,5.00902961,1054.937145,4.927521498,0.84013608,-244.09586,-6.84
"425","Ravenclaw","Evelyn","Beebe","13/12/1996","Right",50798,5.938601922,3.780098103,5.412,291.3276061,585.8174469,2.963094615,1047.3123,7.169587597,-0.452795414,-231.54736,2.54
"426","Ravenclaw","Candy","Gagne","29/07/1997","Right",45043,3.162655084,4.909448551,5.234,217.9386289,597.0380685,3.869875518,1027.794433,6.265067052,0.264215654,-233.09972,27.06
"427","Hufflepuff","Pearlie","Avila","15/03/1998","Right",73149,4.007449729,-5.607452268,5.285,-659.9887195,349.1775819,7.022139261,1073.608376,4.964045632,-0.866104888,-246.51152,-95.34
"428","Hufflepuff","Santiago","Loy","15/06/1998","Left",43340,3.732226561,-6.155022385,7.254,-359.358303,403.057594,6.188177291,1040.09449,4.892718125,1.756288997,-243.31668,-21.84
"429","Hufflepuff","Houston","Mills","16/06/2000","Right",60487,5.391376867,-3.581759292,3.938,-548.5824086,364.9743393,2.749920534,1061.932107,2.028248599,-0.339034859,-245.53469,-19.67
"430","Ravenclaw","Jim","Mcduffie","07/07/2000","Right",40050,5.25026095,5.224316232,4.503,242.6742434,592.5536744,2.963094615,1039.713414,6.657375048,-0.109221826,-231.70262,40.04
"431","Hufflepuff","Doris","Casey","26/10/2001","Left",55449,5.221414523,-4.240642845,3.946,-264.0388425,451.6491658,2.122002439,1029.665936,3.010431875,-1.400180186,-244.77377,44.66
"432","Gryffindor","Kim","Ochoa","22/11/1999","Right",37263,-3.164578163,-6.182305678,6.975,-74.98609427,646.0958716,-4.696797552,967.240796,4.485535489,-1.355708293,-248.43655,201.89
"433","Ravenclaw","Shanna","Pipkin","27/02/2001","Left",57091,3.749009773,5.788621248,3.713,473.4581447,577.9148592,3.370725893,1038.96073,4.549805406,-0.034357968,-233.51402,-6.84
"434","Ravenclaw","Dino","Darby","15/09/1999","Right",83968,6.103220259,4.863374893,6.632,656.3354203,671.7224515,4.123705146,1026.171713,4.084778559,-0.05342714,-230.28178,-0.07
